gotowebinar.com,1,0,10,0,10,0,1,0,2,0
iso.org,0,0,0,0,0,2,2,1,1,2
bitbucket.org,1,0,10,10,0,0,2,0,0,2
bmj.com,0,0,0,0,0,2,2,2,2,2
elsevier.com,1,1,1,10,10,0,0,0,0,0
duke.edu,0,0,0,0,0,2,2,2,1,1
mynavi.jp,1,8,0,8,0,0,3,1,3,1
aarp.org,7,7,0,0,7,3,3,1,1,3
web.de,1,9,9,9,0,0,3,3,3,1
warnerbros.com,0,10,10,10,10,1,0,0,0,0
fcc.gov,7,0,7,7,0,3,1,3,3,1
starwoodhotels.com,10,0,10,0,10,0,1,0,2,0
